cc_num,category,amt
30561214688470,travel,9.06
3577578023716568,kids_pets,95.1
4198470814557,shopping,2.05
6011860238257910,entertainment,285.09
4956828990005111019,health_fitness,68.63
3501509250702469,shopping,7.71
343464013864032,personal_care,296.06
6534628260579800,misc,142.08
4642255475285942,entertainment,73.59
3565423334076143,kids_pets,31.5
3553629419254918,misc,23.21
180048185037117,entertainment,121.96
4469777115158234880,health_fitness,96.41
213112402583773,health_fitness,6.91
4716561796955522,shopping,8.5
639046421587,food_dining,51.39
2348245054386329,food_dining,58.74
377234009633447,kids_pets,54.26
30561214688470,personal_care,5.18
3501509250702469,health_fitness,105.64
2235613922823698,kids_pets,62.78
343464013864032,health_fitness,142.06
3501509250702469,personal_care,78.63
4428780983793657331,home,89.9
3577578023716568,entertainment,36.51
676372984911,home,26.29
377234009633447,personal_care,4.5
571365235126,food_dining,46.35
4481131401752,shopping,7.53
630441765090,entertainment,21.79
4265776278887457,food_dining,29.66
2703186189652095,home,33.01
4512828414983801773,entertainment,145.93
3577578023716568,shopping,1.01
2703186189652095,personal_care,33.62
2703186189652095,food_dining,100.52
6534628260579800,shopping,61.61
4512828414983801773,health_fitness,139.26
5104807169438134,food_dining,88.27
349612764943496,home,94.8
4981132848794,kids_pets,22.07
30273037698427,misc,33.88
376028110684021,kids_pets,58.64
30561214688470,shopping,7.85
180067784565096,kids_pets,31.07
3518234918950662,health_fitness,24.45
180042946491150,misc,3.31
2720433095629877,shopping,9.26
213141712584544,shopping,119.12
374930071163758,home,10.15
30273037698427,food_dining,3.13
180048185037117,home,35.09
4683520018489354,entertainment,81.83
676372984911,kids_pets,8.05
2720433095629877,health_fitness,193.03
6534628260579800,food_dining,8.01
213126662687660,shopping,6.46
4509142395811241,personal_care,38.16
630441765090,personal_care,6.67
6593250708747804,personal_care,1.43
4509142395811241,personal_care,2.85
3514865930894695,entertainment,7.27
4149238353975790,kids_pets,48.68
30074693890476,kids_pets,46.46
3577578023716568,shopping,7.85
213193596103206,home,80.27
4687263141103,kids_pets,45.05
4642255475285942,personal_care,54.55
4428780983793657331,health_fitness,3.52
213126662687660,home,8.83
5456776410929288,entertainment,152.49
180042946491150,home,36.66
3518758680062249,health_fitness,31.89
30273037698427,entertainment,90.55
630423337322,shopping,3.7
377234009633447,home,95.37
4642894980163,health_fitness,18.11
180042946491150,home,3.56
3501509250702469,kids_pets,70.93
3577578023716568,entertainment,34.27
2712209726293386,home,101.12
4683520018489354,shopping,5.3
6534628260579800,shopping,5.43
676372984911,shopping,28.8
4956828990005111019,health_fitness,35.77
180048185037117,kids_pets,30.94
2720433095629877,entertainment,17.59
6011492816282597,shopping,7.68
4198470814557,entertainment,7.31
180094608895855,personal_care,62.36
3518234918950662,home,127.6
3553629419254918,misc,44.55
4260059589824237,kids_pets,45.88
4683520018489354,shopping,9.39
3553629419254918,kids_pets,4.48
630423337322,entertainment,1.39
180042946491150,health_fitness,94.12
376028110684021,food_dining,60.51
374930071163758,kids_pets,40.04
213141712584544,entertainment,176.01
630423337322,kids_pets,42.03
4642255475285942,health_fitness,139.29
3518234918950662,health_fitness,60.38
4265776278887457,kids_pets,12.68
4334230547694630,personal_care,154.91
213112402583773,entertainment,34.65
3547560454237873,home,158.8
571365235126,shopping,1.15
6534628260579800,health_fitness,11.21
2712209726293386,shopping,158.34
2348245054386329,personal_care,112.83
213193596103206,home,74.74
341283058448499,health_fitness,16.18
3598215285024754,food_dining,124.43
213178850083780,food_dining,63.7
3502088871723054,shopping,2.48
4716561796955522,misc,1.18
630423337322,personal_care,59.55
3518234918950662,entertainment,64.64
4428780983793657331,kids_pets,35.5
4683520018489354,misc,9.81
3514865930894695,health_fitness,27.41
2348245054386329,personal_care,10.35
349612764943496,entertainment,68.56
4469777115158234880,shopping,1.44
3518234918950662,personal_care,77.93
6011360759745864,home,119.51
4512828414983801773,shopping,7.06
4642894980163,health_fitness,113.33
676372984911,food_dining,91.09
5104807169438134,food_dining,130.18
213126662687660,home,7.48
4512828414983801773,kids_pets,145.57
2720830304681674,travel,4.43
4481131401752,shopping,4.67
6534628260579800,shopping,92.76
571465035400,home,81.97
4334230547694630,entertainment,19.58
6011893664860915,home,139.88
6534628260579800,food_dining,7.54
630423337322,shopping,2.94
4334230547694630,food_dining,7.28
2712209726293386,home,145.59
4642255475285942,shopping,2.08
30011465039817,shopping,7.6
2266735643685262,travel,8.86
6011893664860915,health_fitness,27.02
4198470814557,home,110.42
2356276337669917,shopping,7.79
180048185037117,kids_pets,97.92
4469777115158234880,food_dining,6.8
2712209726293386,health_fitness,48.23
2712209726293386,health_fitness,81.72
6511349151405438,home,5.27
5456776410929288,personal_care,41.27
180048185037117,kids_pets,39.43
4469777115158234880,shopping,6.71
6534628260579800,kids_pets,9.49
213193596103206,kids_pets,44.31
4260059589824237,travel,4.53
4512828414983801773,kids_pets,92.72
349612764943496,food_dining,55.93
3547560454237873,entertainment,29.85
2720830304681674,shopping,6.54
3518234918950662,personal_care,33.86
376028110684021,health_fitness,75.86
374930071163758,shopping,5.95
213193596103206,entertainment,80.86
3553629419254918,home,35.8
30561214688470,personal_care,23.69
2248735346244816,personal_care,5.28
376028110684021,home,83.15
676372984911,shopping,3.56
3514865930894695,entertainment,15.2
180048185037117,food_dining,110.85
2703186189652095,shopping,167.19
4512828414983801773,shopping,4.84
213112402583773,misc,9.54
30487648872433,health_fitness,17.92
4512828414983801773,entertainment,78.42
2720433095629877,travel,5.52
3518234918950662,health_fitness,156.7
180042946491150,shopping,3.75
6011999606625827,kids_pets,54.16
30487648872433,kids_pets,66.26
2235613922823698,personal_care,38.66
4922710831011201,kids_pets,20.67
4642894980163,shopping,11.96
3577578023716568,health_fitness,23.4
2720433095629877,shopping,6.28
30011465039817,personal_care,50.92
4599735407877245080,travel,3.61
4469777115158234880,kids_pets,59.58
6011492816282597,home,42.58
213141712584544,personal_care,84.77
3568736585751727,food_dining,55.97
2720830304681674,shopping,105.47
4481131401752,home,20.14
3518234918950662,health_fitness,48.19
180048185037117,food_dining,15.51
3558881852140592,entertainment,50.15
3518234918950662,shopping,276.33
180042946491150,misc,39.6
5559857416065248,food_dining,14.36
2703186189652095,entertainment,36.33
2720433095629877,entertainment,24.05
180048185037117,personal_care,29.15
4642255475285942,kids_pets,12.24
6593250708747804,shopping,8.52
5104807169438134,kids_pets,78.66
3583793405872580,personal_care,69.89
4981132848794,kids_pets,8.61
571365235126,kids_pets,36.78
4509142395811241,entertainment,25.66
3514865930894695,health_fitness,160.61
2235613922823698,home,10.6
374930071163758,kids_pets,118.36
4716561796955522,personal_care,34.32
4265776278887457,kids_pets,42.63
3514865930894695,health_fitness,127.45
343464013864032,food_dining,55.26
30273037698427,health_fitness,12.95
4509142395811241,personal_care,3.58
2712209726293386,home,35.59
341283058448499,personal_care,21.27
180067784565096,personal_care,68.24
6011492816282597,personal_care,15.71
4509142395811241,health_fitness,1.96
2703186189652095,home,72.19
6011893664860915,shopping,5.58
2248735346244816,personal_care,9.9
3568736585751727,kids_pets,52.75
213126662687660,entertainment,7.47
2356276337669917,personal_care,1.92
180067784565096,entertainment,80.15
630423337322,shopping,7.46
6534628260579800,entertainment,39.84
6011492816282597,misc,45.6
2720830304681674,food_dining,37.17
213112402583773,kids_pets,83.17
630412733309,home,21.56
180048185037117,home,63.92
4509142395811241,shopping,1.46
180067784565096,grocery,144.85
630423337322,gas_transport,62.46
2305336922781618,misc,8.86
571365235126,grocery,105.56
4265776278887457,grocery,127.12
571465035400,gas_transport,67.56
4599735407877245080,misc,280.47
3547560454237873,grocery,142.32
4423489490781412,gas_transport,59.57
374125201044065,grocery,71.26
3518234918950662,grocery,63.88
3502088871723054,gas_transport,65.3
630441765090,shopping,3.61
3502088871723054,grocery,111.45
571465035400,misc,36.88
2248735346244816,misc,121.02
376028110684021,grocery,55.03
5559857416065248,gas_transport,76.88
630423337322,gas_transport,60.21
3553629419254918,gas_transport,76.26
2712209726293386,grocery,204.9
213141712584544,grocery,217.48
4428780983793657331,misc,7.01
3514865930894695,shopping,3.21
630423337322,grocery,103.2
3502088871723054,grocery,71.0
30561214688470,gas_transport,63.89
3534093764340240,gas_transport,65.38
4642255475285942,grocery,45.47
180067784565096,shopping,5.27
6011860238257910,grocery,162.21
4428780983793657331,grocery,61.52
4260059589824237,misc,31.49
4265776278887457,shopping,5.39
571365235126,grocery,126.35
30011465039817,grocery,171.65
4198470814557,grocery,88.12
3518758680062249,gas_transport,49.41
4767265376804500,shopping,291.0
2348245054386329,shopping,4.84
4423489490781412,shopping,10.89
630423337322,gas_transport,68.61
376028110684021,gas_transport,64.31
6011360759745864,entertainment,111.58
3568736585751727,grocery,111.13
4922710831011201,gas_transport,73.7
375534208663984,shopping,155.63
213141712584544,grocery,198.64
2720433095629877,gas_transport,49.93
4922710831011201,shopping,5.91
3525668150756629,misc,30.12
4423489490781412,grocery,141.34
4922710831011201,shopping,3.67
213193596103206,grocery,106.75
376028110684021,misc,29.96
341283058448499,gas_transport,90.54
3553629419254918,grocery,96.75
4512828414983801773,grocery,114.52
4725837176265195730,misc,10.72
3553629419254918,grocery,47.96
4956828990005111019,gas_transport,65.55
5559857416065248,shopping,7.85
4198470814557,grocery,112.79
3565423334076143,grocery,92.62
4683520018489354,grocery,29.84
4423489490781412,misc,23.23
676372984911,gas_transport,48.86
3568736585751727,misc,30.85
630423337322,gas_transport,63.55
3518234918950662,grocery,31.9
375534208663984,shopping,92.23
4599735407877245080,health_fitness,40.5
4509142395811241,kids_pets,5.7
30011465039817,shopping,57.83
4469777115158234880,misc,49.4
4666314527820883145,kids_pets,50.91
30273037698427,kids_pets,195.76
3525668150756629,travel,503.19
4599735407877245080,health_fitness,108.36
571365235126,shopping,7.88
30074693890476,home,18.39
2720433095629877,shopping,171.68
2703186189652095,entertainment,26.83
5559857416065248,personal_care,3.22
213112402583773,health_fitness,7.88
6011860238257910,home,22.33
4956828990005111019,shopping,1.55
4469777115158234880,personal_care,37.54
2720433095629877,travel,5.58
4433091568498503,personal_care,5.72
375534208663984,health_fitness,76.62
4642894980163,entertainment,9.22
6011492816282597,home,44.8
4428780983793657331,kids_pets,95.0
2348245054386329,personal_care,33.91
3553629419254918,personal_care,35.74
571365235126,home,63.55
4716561796955522,shopping,6.03
374930071163758,home,61.41
3518234918950662,entertainment,47.9
630423337322,shopping,5.65
3514865930894695,entertainment,14.69
213193596103206,health_fitness,73.61
375534208663984,home,68.87
3502088871723054,food_dining,22.42
6011893664860915,entertainment,18.38
2305336922781618,health_fitness,25.03
4599735407877245080,home,40.56
4198470814557,kids_pets,18.04
213112402583773,personal_care,11.48
630423337322,food_dining,82.89
3553629419254918,shopping,23.14
374930071163758,misc,628.02
2712209726293386,personal_care,41.27
213193596103206,food_dining,67.8
180048185037117,entertainment,71.67
4423489490781412,health_fitness,2.79
2720830304681674,food_dining,112.87
630423337322,travel,227.96
2720433095629877,personal_care,181.21
180042946491150,home,52.6
4110266553600176127,kids_pets,177.08
5559857416065248,health_fitness,38.82
630423337322,home,85.39
349612764943496,food_dining,60.26
30074693890476,shopping,30.49
4265776278887457,health_fitness,189.68
2235613922823698,personal_care,102.3
3501509250702469,health_fitness,243.9
676372984911,home,105.48
6534628260579800,misc,2.55
213141712584544,health_fitness,27.32
376028110684021,home,71.99
4225990116481262579,travel,9.77
3502088871723054,entertainment,1.35
4687263141103,misc,2.73
3583793405872580,shopping,9.85
2266735643685262,shopping,8.6
213193596103206,kids_pets,54.39
630423337322,home,35.43
349612764943496,kids_pets,51.65
630412733309,travel,8.82
180042946491150,kids_pets,5.36
2248735346244816,kids_pets,10.07
676372984911,travel,3.65
4198470814557,food_dining,78.53
6534628260579800,shopping,9.01
4481131401752,food_dining,5.04
377234009633447,kids_pets,30.11
3525668150756629,health_fitness,77.23
676372984911,shopping,6.89
3553629419254918,shopping,6.28
4642255475285942,personal_care,30.75
4922710831011201,personal_care,40.41
4666314527820883145,home,75.56
4981132848794,kids_pets,46.81
4666314527820883145,entertainment,73.96
180042946491150,kids_pets,114.59
3568736585751727,travel,503.74
4110266553600176127,shopping,4.54
571365235126,kids_pets,16.0
374930071163758,health_fitness,41.93
374930071163758,home,62.84
6011893664860915,shopping,91.31
2720830304681674,food_dining,25.51
4683520018489354,food_dining,72.23
571365235126,shopping,3.93
6534628260579800,entertainment,110.09
4512828414983801773,food_dining,11.43
213141712584544,entertainment,116.02
6011893664860915,food_dining,32.23
3583793405872580,misc,7.01
6011492816282597,shopping,9.36
676372984911,shopping,1.76
4642255475285942,personal_care,3.05
4512828414983801773,kids_pets,123.05
6511349151405438,home,39.65
3583793405872580,travel,1.62
349612764943496,gas_transport,67.12
2720830304681674,misc,4.11
4265776278887457,gas_transport,47.3
4922710831011201,grocery,138.78
4334230547694630,gas_transport,56.12
630441765090,shopping,2.41
4642255475285942,grocery,93.63
4642894980163,misc,6.23
3518234918950662,gas_transport,83.33
377234009633447,gas_transport,59.48
4707867759656333,shopping,6.22
3553629419254918,gas_transport,51.96
2235613922823698,grocery,54.41
4265776278887457,gas_transport,52.12
571465035400,grocery,89.27
377234009633447,gas_transport,79.8
376028110684021,grocery,112.45
4981132848794,shopping,6.16
375534208663984,grocery,59.67
3514865930894695,misc,178.06
3558881852140592,grocery,129.18
4512828414983801773,gas_transport,33.46
375534208663984,shopping,146.85
3547560454237873,grocery,106.19
4512828414983801773,grocery,123.04
6011893664860915,grocery,47.05
377234009633447,grocery,121.59
4423489490781412,misc,3.18
180094608895855,misc,2.53
376028110684021,misc,30.31
2356276337669917,grocery,67.35
6534628260579800,grocery,27.39
30074693890476,gas_transport,66.32
4509142395811241,shopping,1.4
6511349151405438,misc,5.0
2712209726293386,gas_transport,67.98
180042946491150,grocery,69.21
4481131401752,grocery,50.77
4334230547694630,misc,7.07
4469777115158234880,grocery,52.75
375534208663984,shopping,77.21
4716561796955522,gas_transport,64.62
6011860238257910,grocery,119.11
38859492057661,grocery,88.37
3547560454237873,gas_transport,41.52
374125201044065,misc,289.46
630423337322,grocery,63.47
4642894980163,gas_transport,100.38
4642255475285942,grocery,76.86
30561214688470,gas_transport,39.05
2348245054386329,shopping,6.35
571465035400,misc,76.29
60495593109,shopping,4.81
6534628260579800,gas_transport,37.96
349612764943496,shopping,92.88
5456776410929288,shopping,7.7
4767265376804500,gas_transport,51.08
4198470814557,grocery,90.98
6011492816282597,gas_transport,62.32
6011360759745864,shopping,354.25
2703186189652095,misc,14.21
213178850083780,grocery,104.8
4423489490781412,misc,1.2
4512828414983801773,gas_transport,57.71
3568736585751727,shopping,102.9
571365235126,grocery,105.08
2720433095629877,gas_transport,65.12
4265776278887457,shopping,1.5
3501509250702469,grocery,44.7
213178850083780,gas_transport,78.19
2235613922823698,misc,24.08
213193596103206,misc,35.42
6511349151405438,misc,282.47
213141712584544,grocery,185.65
2720830304681674,shopping,3.16
3553629419254918,personal_care,4.03
4956828990005111019,food_dining,9.05
180048185037117,health_fitness,32.35
4481131401752,home,47.83
30074693890476,personal_care,55.69
639046421587,entertainment,71.59
3534093764340240,health_fitness,7.15
213141712584544,kids_pets,144.65
571465035400,health_fitness,77.58
6511349151405438,kids_pets,54.46
4683520018489354,travel,7.14
3583793405872580,personal_care,5.67
676372984911,home,4.36
3577578023716568,shopping,1.62
213178850083780,travel,392.04
349612764943496,health_fitness,73.98
2720433095629877,misc,5.25
2720433095629877,kids_pets,51.6
2235613922823698,home,293.7
4642894980163,health_fitness,114.46
374930071163758,entertainment,5.23
213193596103206,home,76.47
180048185037117,food_dining,56.67
4149238353975790,health_fitness,73.33
6011860238257910,kids_pets,116.72
4725837176265195730,shopping,174.53
2703186189652095,entertainment,34.53
30273037698427,food_dining,34.23
4683520018489354,home,23.95
630423337322,shopping,4.81
6011893664860915,food_dining,38.24
571365235126,health_fitness,121.11
4265776278887457,entertainment,48.09
4481131401752,kids_pets,25.54
3502088871723054,health_fitness,54.1
4512828414983801773,entertainment,45.56
377234009633447,entertainment,47.96
3502088871723054,kids_pets,97.84
213178850083780,kids_pets,51.09
213178850083780,home,83.34
2348245054386329,kids_pets,98.75
4642255475285942,kids_pets,3.02
213141712584544,home,52.95
4716561796955522,health_fitness,59.23
4469777115158234880,shopping,3.03
4509142395811241,home,30.54
571465035400,personal_care,78.63
4512828414983801773,personal_care,11.98
2266735643685262,entertainment,153.25
341283058448499,home,23.91
349612764943496,travel,556.16
2720433095629877,misc,13.63
4683520018489354,misc,7.41
30404291151692,shopping,119.58
630423337322,misc,8.93
6011893664860915,personal_care,69.28
180048185037117,home,88.19
2712209726293386,food_dining,136.54
4198470814557,shopping,9.13
213141712584544,home,100.11
4716561796955522,home,3.04
6534628260579800,misc,4.07
6593250708747804,shopping,3.36
213126662687660,entertainment,3.33
2348245054386329,kids_pets,23.95
4512828414983801773,home,82.35
6011893664860915,shopping,1.09
630423337322,entertainment,19.74
3518758680062249,entertainment,74.11
4334230547694630,entertainment,16.91
4956828990005111019,entertainment,21.63
630423337322,shopping,5.57
3518758680062249,health_fitness,28.94
3577578023716568,entertainment,119.49
378006354724784,kids_pets,44.54
6011893664860915,health_fitness,12.14
2712209726293386,personal_care,38.76
676372984911,food_dining,1.26
3577578023716568,shopping,7.62
180094608895855,home,52.48
4198470814557,shopping,8.57
4707867759656333,kids_pets,29.38
571465035400,shopping,136.65
2356276337669917,kids_pets,127.32
3502088871723054,shopping,5.57
6011893664860915,personal_care,49.97
374930071163758,entertainment,3.59
2703186189652095,health_fitness,27.83
6534628260579800,food_dining,7.66
3558881852140592,kids_pets,14.59
4642894980163,health_fitness,50.76
30273037698427,misc,135.16
3502088871723054,home,34.66
180042946491150,shopping,2.24
4687263141103,entertainment,12.28
3583793405872580,shopping,8.36
4198470814557,home,88.37
3577578023716568,shopping,7.47
5559857416065248,kids_pets,55.19
375534208663984,home,81.87
4149238353975790,kids_pets,44.47
2720433095629877,personal_care,3.61
349612764943496,food_dining,67.59
3598215285024754,health_fitness,16.43
180042946491150,shopping,6.33
571465035400,entertainment,85.54
3502088871723054,shopping,3.47
4469777115158234880,home,89.42
2266735643685262,entertainment,69.0
571365235126,personal_care,70.21
3568736585751727,health_fitness,71.73
4512828414983801773,shopping,3.8
4481131401752,kids_pets,55.05
213178850083780,grocery,99.11
4922710831011201,shopping,8.91
5104807169438134,misc,174.45
374930071163758,grocery,55.82
341283058448499,shopping,2.66
630423337322,gas_transport,89.69
3583793405872580,grocery,110.41
4225990116481262579,gas_transport,69.64
213141712584544,misc,12.22
213193596103206,grocery,98.47
630423337322,gas_transport,94.26
3518758680062249,grocery,67.4
3568736585751727,shopping,96.66
3558881852140592,entertainment,38.77
3502088871723054,gas_transport,51.95
2235613922823698,gas_transport,90.3
3592325941359225,shopping,68.24
376028110684021,misc,33.48
2305336922781618,shopping,4.85
2266735643685262,grocery,75.72
2712209726293386,grocery,33.25
376028110684021,shopping,154.68
30404291151692,gas_transport,80.52
5104807169438134,grocery,51.49
3547560454237873,gas_transport,47.4
3514865930894695,misc,62.57
3598215285024754,grocery,182.62
213193596103206,misc,33.78
571365235126,grocery,112.09
6011492816282597,misc,25.89
4334230547694630,grocery,118.74
5559857416065248,shopping,8.99
3514865930894695,gas_transport,91.37
6011999606625827,misc,48.5
6511349151405438,grocery,111.06
343464013864032,misc,271.31
6534628260579800,gas_transport,66.72
639046421587,shopping,112.74
2266735643685262,gas_transport,71.48
4149238353975790,grocery,98.43
6011999606625827,food_dining,45.24
3598215285024754,grocery,74.21
213126662687660,grocery,58.28
375534208663984,misc,112.74
4956828990005111019,misc,2.91
4265776278887457,shopping,9.54
6511349151405438,grocery,141.7
4716561796955522,grocery,124.56
3553629419254918,grocery,96.13
4707867759656333,grocery,120.76
3553629419254918,grocery,94.05
377234009633447,shopping,2.89
4599735407877245080,food_dining,144.31
571365235126,grocery,106.4
4922710831011201,shopping,70.0
374930071163758,gas_transport,69.53
5456776410929288,gas_transport,51.28
376028110684021,grocery,101.49
4469777115158234880,gas_transport,65.42
180048185037117,misc,263.07
4265776278887457,gas_transport,63.75
6593250708747804,grocery,48.28
571465035400,misc,35.14
4423489490781412,shopping,4.16
6011492816282597,misc,2.43
3592325941359225,grocery,70.74
3568736585751727,grocery,113.26
3502088871723054,grocery,58.95
349612764943496,shopping,139.01
5559857416065248,shopping,2.33
4334230547694630,gas_transport,51.67
4599735407877245080,misc,2.55
2720433095629877,gas_transport,79.11
4509142395811241,misc,9.67
3501509250702469,gas_transport,93.69
571365235126,gas_transport,53.15
676372984911,gas_transport,48.21
4149238353975790,shopping,88.34
5104807169438134,misc,72.1
3502088871723054,gas_transport,78.57
571465035400,gas_transport,77.6
30074693890476,misc,45.14
5456776410929288,misc,7.12
4428780983793657331,misc,47.06
4334230547694630,gas_transport,79.98
38859492057661,shopping,3.68
349612764943496,gas_transport,76.62
6011893664860915,shopping,230.43
30074693890476,entertainment,153.23
4683520018489354,kids_pets,18.43
3525668150756629,entertainment,75.53
2703186189652095,personal_care,11.83
3577578023716568,shopping,9.33
2235613922823698,shopping,6.71
630412733309,kids_pets,40.26
2712209726293386,shopping,71.61
6534628260579800,misc,8.69
4469777115158234880,entertainment,4.38
30487648872433,health_fitness,13.66
6511349151405438,kids_pets,9.27
2720830304681674,shopping,12.91
375534208663984,entertainment,74.75
2266735643685262,misc,8.41
374930071163758,kids_pets,5.41
6593250708747804,home,10.03
4469777115158234880,home,24.71
180042946491150,personal_care,15.6
4225990116481262579,home,17.36
3598215285024754,travel,4.13
2248735346244816,personal_care,36.4
213141712584544,food_dining,96.2
376028110684021,health_fitness,72.59
630423337322,food_dining,41.74
4707867759656333,personal_care,30.41
4716561796955522,personal_care,24.67
630423337322,travel,6.65
4716561796955522,shopping,1.83
349612764943496,health_fitness,71.46
3553629419254918,kids_pets,7.25
2712209726293386,shopping,3.27
571465035400,home,77.53
30561214688470,health_fitness,41.62
2712209726293386,entertainment,54.89
2305336922781618,health_fitness,26.14
30561214688470,kids_pets,165.89
2248735346244816,travel,2.8
5456776410929288,food_dining,4.5
630423337322,home,9.08
6011360759745864,health_fitness,117.54
4265776278887457,home,34.69
4198470814557,entertainment,2.73
4149238353975790,food_dining,52.56
3502088871723054,food_dining,39.98
3501509250702469,personal_care,3.82
3568736585751727,health_fitness,75.15
4666314527820883145,entertainment,82.73
6511349151405438,home,100.03
676372984911,kids_pets,38.62
3502088871723054,shopping,8.8
4956828990005111019,home,57.18
213112402583773,health_fitness,6.82
6534628260579800,misc,1.9
6511349151405438,entertainment,72.08
4642255475285942,home,255.77
341283058448499,health_fitness,57.45
374930071163758,home,161.92
6011492816282597,health_fitness,15.06
30074693890476,health_fitness,72.7
3598215285024754,shopping,45.38
639046421587,food_dining,57.4
30561214688470,personal_care,8.15
4469777115158234880,home,28.94
3568736585751727,personal_care,74.15
2720830304681674,food_dining,130.94
3568736585751727,entertainment,66.96
30273037698427,personal_care,26.18
2305336922781618,health_fitness,3.42
4469777115158234880,shopping,5.47
376028110684021,kids_pets,46.27
213112402583773,travel,3.42
4265776278887457,health_fitness,37.94
571365235126,shopping,3.16
3583793405872580,food_dining,49.67
4423489490781412,kids_pets,7.74
30273037698427,entertainment,52.57
4642255475285942,misc,7.05
4716561796955522,shopping,9.8
30561214688470,misc,2.98
4265776278887457,food_dining,176.02
6011360759745864,personal_care,9.74
4707867759656333,entertainment,13.41
6011492816282597,personal_care,10.25
180042946491150,shopping,1.44
4198470814557,kids_pets,32.25
676372984911,entertainment,54.83
5456776410929288,kids_pets,38.01
3583793405872580,shopping,3.79
571365235126,shopping,9.73
374930071163758,kids_pets,18.01
4260059589824237,personal_care,9.07
30487648872433,kids_pets,214.11
6534628260579800,kids_pets,20.41
3514865930894695,food_dining,2.48
4707867759656333,kids_pets,113.74
4149238353975790,travel,431.67
180048185037117,personal_care,14.24
6011492816282597,health_fitness,150.9
4265776278887457,kids_pets,93.9
4265776278887457,food_dining,163.95
3502088871723054,shopping,8.34
30074693890476,kids_pets,67.65
6011893664860915,personal_care,32.1
4981132848794,health_fitness,44.36
213141712584544,food_dining,72.92
3518234918950662,home,7.08
4716561796955522,shopping,104.25
377234009633447,kids_pets,6.33
4512828414983801773,personal_care,49.85
571365235126,personal_care,14.22
6534628260579800,shopping,2.62
3558881852140592,home,138.55
676372984911,kids_pets,25.58
6534628260579800,misc,1.41
3514865930894695,travel,1.27
4481131401752,home,34.21
180048185037117,shopping,5.86
4642894980163,kids_pets,100.84
630441765090,shopping,990.74
3518234918950662,shopping,10.9
376028110684021,entertainment,78.89
4469777115158234880,personal_care,8.52
213112402583773,kids_pets,107.09
571465035400,home,85.11
4509142395811241,kids_pets,69.68
6011860238257910,health_fitness,44.02
213193596103206,entertainment,68.7
4683520018489354,entertainment,6.09
4512828414983801773,personal_care,7.05
375534208663984,entertainment,77.25
2720433095629877,health_fitness,100.37
374125201044065,kids_pets,132.86
4512828414983801773,shopping,7.22
2703186189652095,health_fitness,70.63
630441765090,grocery,319.85
3553629419254918,shopping,9.49
30011465039817,shopping,1.05
4956828990005111019,shopping,8.58
2248735346244816,entertainment,184.25
213112402583773,misc,3.35
3518758680062249,personal_care,11.68
3553629419254918,kids_pets,8.87
343464013864032,kids_pets,155.52
30487648872433,gas_transport,59.72
3565423334076143,gas_transport,61.79
213193596103206,grocery,103.33
630441765090,gas_transport,22.8
376028110684021,shopping,115.01
4509142395811241,gas_transport,41.08
4956828990005111019,gas_transport,57.01
2712209726293386,misc,22.58
2248735346244816,gas_transport,58.26
4149238353975790,shopping,88.36
630441765090,grocery,323.44
4956828990005111019,grocery,56.13
213141712584544,grocery,40.93
3565423334076143,misc,8.35
4981132848794,gas_transport,64.79
3534093764340240,shopping,6.19
571465035400,gas_transport,76.21
2703186189652095,misc,47.42
4509142395811241,misc,4.84
6011893664860915,grocery,203.24
639046421587,shopping,148.21
3568736585751727,misc,31.4
375534208663984,gas_transport,74.7
3536918668124647,shopping,5.64
6534628260579800,gas_transport,60.6
343464013864032,grocery,55.34
4198470814557,gas_transport,75.15
3558881852140592,gas_transport,51.79
4666314527820883145,grocery,52.06
3502088871723054,grocery,54.28
4433091568498503,entertainment,26.02
639046421587,misc,32.75
180067784565096,misc,49.84
213141712584544,grocery,54.13
349612764943496,shopping,101.54
6011893664860915,grocery,205.14
213112402583773,grocery,104.55
376028110684021,misc,28.48
213112402583773,gas_transport,51.15
4725837176265195730,misc,117.64
2266735643685262,grocery,69.03
4956828990005111019,grocery,22.35
4716561796955522,gas_transport,61.85
30074693890476,grocery,39.47
571365235126,grocery,104.01
4707867759656333,shopping,9.51
180067784565096,shopping,4.55
341283058448499,shopping,65.17
213193596103206,grocery,99.87
3518234918950662,grocery,54.02
2348245054386329,gas_transport,70.42
3547560454237873,shopping,403.4
2703186189652095,misc,6.09
213193596103206,misc,85.35
3536918668124647,misc,18.55
180048185037117,misc,433.02
2305336922781618,grocery,169.66
30487648872433,entertainment,92.56
2348245054386329,entertainment,9.96
3514865930894695,misc,5.1
3565423334076143,food_dining,49.16
630423337322,gas_transport,30.65
2712209726293386,grocery,169.55
4509142395811241,gas_transport,46.33
571365235126,grocery,131.3
2712209726293386,misc,57.93
2356276337669917,gas_transport,51.3
341283058448499,shopping,12.49
4260059589824237,shopping,8.92
4512828414983801773,grocery,49.03
213178850083780,misc,41.72
630423337322,misc,9.38
4642894980163,gas_transport,77.77
630423337322,misc,8.05
180067784565096,misc,4.76
30074693890476,misc,13.78
5456776410929288,grocery,109.91
4469777115158234880,grocery,98.56
375534208663984,shopping,134.67
341283058448499,shopping,6.61
4683520018489354,grocery,83.86
6011893664860915,grocery,194.36
377234009633447,misc,4.68
4198470814557,grocery,95.62
4149238353975790,grocery,56.28
3518234918950662,misc,3.0
3583793405872580,gas_transport,53.52
4512828414983801773,shopping,5.57
